airline,flight_number,departure_airport,arrival_airport,departure_iata,arrival_iata,departure_time,arrival_time,status
Hainan Airlines,7082,Beijing Capital International,Haikou,PEK,HAK,2025-07-30 19:00:00+00:00,2025-07-30 22:45:00+00:00,scheduled
Air China LTD,1379,Beijing Capital International,Guangzhou Baiyun International,PEK,CAN,2025-07-30 19:00:00+00:00,2025-07-30 22:20:00+00:00,scheduled
Hainan Airlines,7567,Beijing Capital International,Chongqing Jiangbei International,PEK,CKG,2025-07-30 18:55:00+00:00,2025-07-30 21:40:00+00:00,scheduled
Air China LTD,709,Beijing Capital International,Seoul (Incheon),PEK,ICN,2025-07-30 18:50:00+00:00,2025-07-30 21:45:00+00:00,scheduled
Air China LTD,1907,Beijing Capital International,Zhuhai Airport,PEK,ZUH,2025-07-30 18:45:00+00:00,2025-07-30 22:00:00+00:00,scheduled
Air China LTD,1449,Beijing Capital International,Chongqing Jiangbei International,PEK,CKG,2025-07-30 18:45:00+00:00,2025-07-30 22:00:00+00:00,scheduled
Sichuan Airlines,8832,Beijing Capital International,Chongqing Jiangbei International,PEK,CKG,2025-07-30 18:45:00+00:00,2025-07-30 21:30:00+00:00,scheduled
Cathay Pacific,393,Beijing Capital International,Hong Kong International,PEK,HKG,2025-07-30 18:40:00+00:00,2025-07-30 22:25:00+00:00,scheduled
China Eastern Airlines,5162,Beijing Capital International,Shanghai Hongqiao International,PEK,SHA,2025-07-30 18:30:00+00:00,2025-07-30 20:40:00+00:00,cancelled
Korean Air,860,Beijing Capital International,Seoul (Incheon),PEK,ICN,2025-07-30 18:30:00+00:00,2025-07-30 21:40:00+00:00,scheduled
Air China LTD,4104,Beijing Capital International,Shuangliu,PEK,CTU,2025-07-30 18:30:00+00:00,2025-07-30 21:30:00+00:00,scheduled
Air China LTD,1953,Beijing Capital International,Dayong,PEK,DYG,2025-07-30 18:30:00+00:00,2025-07-30 21:00:00+00:00,scheduled
Air China LTD,1859,Beijing Capital International,Fuzhou,PEK,FOC,2025-07-30 18:30:00+00:00,2025-07-30 21:15:00+00:00,scheduled
Air China LTD,1726,Beijing Capital International,Hangzhou,PEK,HGH,2025-07-30 18:30:00+00:00,2025-07-30 20:45:00+00:00,scheduled
Air China LTD,1635,Beijing Capital International,Shenyang,PEK,SHE,2025-07-30 18:30:00+00:00,2025-07-30 20:05:00+00:00,scheduled
Air China LTD,1581,Beijing Capital International,Nanchang,PEK,KHN,2025-07-30 18:30:00+00:00,2025-07-30 20:50:00+00:00,scheduled
Air China LTD,1571,Beijing Capital International,Qingdao,PEK,TAO,2025-07-30 18:30:00+00:00,2025-07-30 20:05:00+00:00,scheduled
Air China LTD,1443,Beijing Capital International,Guiyang,PEK,KWE,2025-07-30 18:30:00+00:00,2025-07-30 21:35:00+00:00,scheduled
Air China LTD,1261,Beijing Capital International,Xining,PEK,XNN,2025-07-30 18:30:00+00:00,2025-07-30 20:50:00+00:00,scheduled
Air China LTD,1455,Beijing Capital International,Mian Yang,PEK,MIG,2025-07-30 18:20:00+00:00,2025-07-30 21:00:00+00:00,scheduled
Air China LTD,1263,Beijing Capital International,Yinchuan,PEK,INC,2025-07-30 18:15:00+00:00,2025-07-30 20:10:00+00:00,scheduled
ANA,282,Tokushima,Haneda Airport,TKS,HND,2025-07-30 10:55:00+00:00,2025-07-30 12:10:00+00:00,landed
SAS,1041,Kiruna,Arlanda,KRN,ARN,2025-07-30 10:45:00+00:00,2025-07-30 12:20:00+00:00,scheduled
KLM,8635,Kiruna,Arlanda,KRN,ARN,2025-07-30 10:45:00+00:00,2025-07-30 12:20:00+00:00,scheduled
China Eastern Airlines,6701,Taiyuan,Hangzhou,TYN,HGH,2025-07-30 20:00:00+00:00,2025-07-30 21:55:00+00:00,cancelled
Etihad Airways,3992,Kiruna,Arlanda,KRN,ARN,2025-07-30 10:45:00+00:00,2025-07-30 12:20:00+00:00,scheduled
Xiamen Airlines,8156,Taiyuan,Fuzhou,TYN,FOC,2025-07-30 20:00:00+00:00,2025-07-30 22:30:00+00:00,scheduled
China Southern Airlines,3696,Taiyuan,Guangzhou Baiyun International,TYN,CAN,2025-07-30 19:55:00+00:00,2025-07-30 22:45:00+00:00,scheduled
China Eastern Airlines,6995,Taiyuan,Chongqing Jiangbei International,TYN,CKG,2025-07-30 19:55:00+00:00,2025-07-30 22:05:00+00:00,scheduled
Ruili Airlines,6556,Taiyuan,Kunming,TYN,KMG,2025-07-30 19:55:00+00:00,2025-07-30 22:45:00+00:00,scheduled
China Eastern Airlines,6396,Taiyuan,Chengdu Tianfu International Airport,TYN,TFU,2025-07-30 19:45:00+00:00,2025-07-30 21:50:00+00:00,scheduled
Shandong Airlines,2268,Taiyuan,Chongqing Jiangbei International,TYN,CKG,2025-07-30 19:35:00+00:00,2025-07-30 21:35:00+00:00,scheduled
Xiamen Airlines,8174,Taiyuan,Hangzhou,TYN,HGH,2025-07-30 19:35:00+00:00,2025-07-30 22:00:00+00:00,scheduled
Air China LTD,8358,Taiyuan,Wenzhou,TYN,WNZ,2025-07-30 19:30:00+00:00,2025-07-30 22:15:00+00:00,scheduled
Sichuan Airlines,3244,Taiyuan,Fenghuang International (Phoenix International),TYN,SYX,2025-07-30 19:15:00+00:00,2025-07-30 22:40:00+00:00,scheduled
China Eastern Airlines,9879,Taiyuan,Guangzhou Baiyun International,TYN,CAN,2025-07-30 19:10:00+00:00,2025-07-30 22:00:00+00:00,scheduled
Shandong Airlines,4924,Taiyuan,Qingdao,TYN,TAO,2025-07-30 19:05:00+00:00,2025-07-30 20:55:00+00:00,scheduled
China Eastern Airlines,2410,Taiyuan,Shanghai Hongqiao International,TYN,SHA,2025-07-30 19:00:00+00:00,2025-07-30 21:15:00+00:00,cancelled
Shenzhen Airlines,8742,Taiyuan,Shanghai,TYN,HFE,2025-07-30 19:00:00+00:00,2025-07-30 20:35:00+00:00,scheduled
Shandong Airlines,9762,Taiyuan,Shanghai,TYN,HFE,2025-07-30 19:00:00+00:00,2025-07-30 20:35:00+00:00,scheduled
Kunming Airlines,3188,Taiyuan,Kunming,TYN,KMG,2025-07-30 19:00:00+00:00,2025-07-30 21:40:00+00:00,scheduled
Shenzhen Airlines,3188,Taiyuan,Kunming,TYN,KMG,2025-07-30 19:00:00+00:00,2025-07-30 21:40:00+00:00,scheduled
Tibet Airlines,8188,Taiyuan,Kunming,TYN,KMG,2025-07-30 19:00:00+00:00,2025-07-30 21:40:00+00:00,scheduled
Air China LTD,5848,Taiyuan,Kunming,TYN,KMG,2025-07-30 19:00:00+00:00,2025-07-30 21:40:00+00:00,scheduled
China Eastern Airlines,5669,Taiyuan,Qingdao,TYN,TAO,2025-07-30 18:55:00+00:00,2025-07-30 21:05:00+00:00,scheduled
Xiamen Airlines,3911,Taiyuan,Qingdao,TYN,TAO,2025-07-30 18:55:00+00:00,2025-07-30 21:05:00+00:00,scheduled
Shandong Airlines,2228,Taiyuan,Shiyan Wudangshan Airport,TYN,WDS,2025-07-30 18:50:00+00:00,2025-07-30 20:20:00+00:00,scheduled
China Express Air,6498,Taiyuan,Shiyan Wudangshan Airport,TYN,WDS,2025-07-30 18:50:00+00:00,2025-07-30 20:20:00+00:00,scheduled
Tibet Airlines,3106,Taiyuan,Shiyan Wudangshan Airport,TYN,WDS,2025-07-30 18:50:00+00:00,2025-07-30 20:20:00+00:00,scheduled
Air China LTD,4700,Taiyuan,Shiyan Wudangshan Airport,TYN,WDS,2025-07-30 18:50:00+00:00,2025-07-30 20:20:00+00:00,scheduled
Shenzhen Airlines,2604,Taiyuan,Shiyan Wudangshan Airport,TYN,WDS,2025-07-30 18:50:00+00:00,2025-07-30 20:20:00+00:00,scheduled
China Eastern Airlines,5145,Taiyuan,Kunming,TYN,KMG,2025-07-30 18:35:00+00:00,2025-07-30 21:30:00+00:00,scheduled
Xiamen Airlines,3558,Taiyuan,Kunming,TYN,KMG,2025-07-30 18:35:00+00:00,2025-07-30 21:30:00+00:00,scheduled
China Express Air,6845,Taiyuan,Kunming,TYN,KMG,2025-07-30 18:35:00+00:00,2025-07-30 21:30:00+00:00,scheduled
China Express Air,4112,Korla,Aksu,KRL,AKU,2025-07-30 11:50:00+00:00,2025-07-30 13:00:00+00:00,cancelled
Shandong Airlines,3566,Korla,Aksu,KRL,AKU,2025-07-30 11:50:00+00:00,2025-07-30 13:00:00+00:00,cancelled
Xiamen Airlines,5716,Xuzhou,Changchun,XUZ,CGQ,2025-07-30 09:20:00+00:00,2025-07-30 11:50:00+00:00,active
Tibet Airlines,2317,Xuzhou,Changchun,XUZ,CGQ,2025-07-30 09:20:00+00:00,2025-07-30 11:50:00+00:00,active
Chengdu Airlines,7411,Xuzhou,Changchun,XUZ,CGQ,2025-07-30 09:20:00+00:00,2025-07-30 11:50:00+00:00,active
China Southern Airlines,6282,Xuzhou,Guangzhou Baiyun International,XUZ,CAN,2025-07-30 06:30:00+00:00,2025-07-30 09:00:00+00:00,active
SATA Air Acores,1406,Nordela (São Miguel Island),Lajes Ab,PDL,TER,2025-07-30 11:50:00+00:00,2025-07-30 12:30:00+00:00,scheduled
SATA Air Acores,576,Nordela (São Miguel Island),Horta,PDL,HOR,2025-07-30 11:30:00+00:00,2025-07-30 12:30:00+00:00,scheduled
United Airlines,217,Nordela (São Miguel Island),Newark Liberty International,PDL,EWR,2025-07-30 11:00:00+00:00,2025-07-30 13:15:00+00:00,scheduled
Brussels Airlines,8948,Nordela (São Miguel Island),Newark Liberty International,PDL,EWR,2025-07-30 11:00:00+00:00,2025-07-30 13:15:00+00:00,scheduled
Lufthansa,9210,Nordela (São Miguel Island),Newark Liberty International,PDL,EWR,2025-07-30 11:00:00+00:00,2025-07-30 13:15:00+00:00,scheduled
Universal Air,434,Nordela (São Miguel Island),Pico Island,PDL,PIX,2025-07-30 10:50:00+00:00,2025-07-30 11:45:00+00:00,scheduled
TAP Air Portugal,1860,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Turkish Airlines,8137,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Azores Airlines,8272,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Lufthansa,6983,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Air Baltic,5347,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
JetBlue Airways,6723,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Finnair,6766,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Azul,7488,Nordela (São Miguel Island),Lisbon Portela,PDL,LIS,2025-07-30 10:45:00+00:00,2025-07-30 14:05:00+00:00,scheduled
Iberia,554,Nordela (São Miguel Island),Barajas,PDL,MAD,2025-07-30 10:45:00+00:00,2025-07-30 15:45:00+00:00,scheduled
Fuji Dream Airlines,353,Komaki AFB,Hanamaki,NKM,HNA,2025-07-30 12:10:00+00:00,2025-07-30 13:20:00+00:00,landed
Japan Airlines,4453,Komaki AFB,Hanamaki,NKM,HNA,2025-07-30 12:10:00+00:00,2025-07-30 13:20:00+00:00,landed
Japan Airlines,2183,Itami,Hanamaki,ITM,HNA,2025-07-30 11:25:00+00:00,2025-07-30 12:45:00+00:00,landed
Japan Airlines,2831,Chitose,Hanamaki,CTS,HNA,2025-07-30 10:10:00+00:00,2025-07-30 11:05:00+00:00,scheduled
Spring Airlines Japan,102,Lishe International Airport,Narita International Airport,NGB,NRT,2025-07-30 16:10:00+00:00,2025-07-30 20:25:00+00:00,scheduled
China Eastern Airlines,5868,Lishe International Airport,Chengdu Tianfu International Airport,NGB,TFU,2025-07-30 16:10:00+00:00,2025-07-30 19:05:00+00:00,scheduled
Sichuan Airlines,5332,Lishe International Airport,Chengdu Tianfu International Airport,NGB,TFU,2025-07-30 16:10:00+00:00,2025-07-30 19:05:00+00:00,scheduled
China United Airlines,6307,Lishe International Airport,Chengdu Tianfu International Airport,NGB,TFU,2025-07-30 16:10:00+00:00,2025-07-30 19:05:00+00:00,scheduled
China United Airlines,5992,Lishe International Airport,Beijing Daxing International Airport,NGB,PKX,2025-07-30 16:05:00+00:00,2025-07-30 18:30:00+00:00,cancelled
China Eastern Airlines,8223,Lishe International Airport,Beijing Daxing International Airport,NGB,PKX,2025-07-30 16:05:00+00:00,2025-07-30 18:30:00+00:00,cancelled
Hainan Airlines,7688,Lishe International Airport,Haikou,NGB,HAK,2025-07-30 16:05:00+00:00,2025-07-30 18:55:00+00:00,scheduled
Loong Air,3730,Lishe International Airport,Haikou,NGB,HAK,2025-07-30 16:05:00+00:00,2025-07-30 18:55:00+00:00,scheduled
Belavia,715,Minsk National 2,Kopitnari,MSQ,KUT,2025-07-30 09:40:00+00:00,2025-07-30 14:35:00+00:00,scheduled
Japan Airlines,2606,Matsumoto,Kobe,MMJ,UKB,2025-07-30 18:15:00+00:00,2025-07-30 19:20:00+00:00,scheduled
Skymark Airlines,113,Haneda Airport,Kobe,HND,UKB,2025-07-30 17:55:00+00:00,2025-07-30 19:10:00+00:00,scheduled
Skymark Airlines,174,Chitose,Kobe,CTS,UKB,2025-07-30 16:45:00+00:00,2025-07-30 18:40:00+00:00,scheduled
Shenzhen Airlines,1557,Beijing Capital International,Shanghai Hongqiao International,PEK,SHA,2025-07-30 11:25:00+00:00,2025-07-30 13:50:00+00:00,cancelled
Shandong Airlines,5404,Beijing Capital International,Shanghai Hongqiao International,PEK,SHA,2025-07-30 11:25:00+00:00,2025-07-30 13:50:00+00:00,cancelled
Juneyao Airlines,5744,Beijing Capital International,Shanghai Hongqiao International,PEK,SHA,2025-07-30 11:25:00+00:00,2025-07-30 13:50:00+00:00,cancelled
Juneyao Airlines,1218,Xianyang,Shanghai Hongqiao International,XIY,SHA,2025-07-30 11:30:00+00:00,2025-07-30 13:45:00+00:00,scheduled
Shenzhen Airlines,5048,Xianyang,Shanghai Hongqiao International,XIY,SHA,2025-07-30 11:30:00+00:00,2025-07-30 13:45:00+00:00,scheduled
China Eastern Airlines,3647,Xianyang,Shanghai Hongqiao International,XIY,SHA,2025-07-30 11:30:00+00:00,2025-07-30 13:45:00+00:00,scheduled
Volotea,2514,Entzheim,Marseille Provence Airport,SXB,MRS,2025-07-30 08:30:00+00:00,2025-07-30 09:55:00+00:00,scheduled
Helvetic Airways,585,Marseille Provence Airport,Zurich,MRS,ZRH,2025-07-30 09:20:00+00:00,2025-07-30 10:45:00+00:00,scheduled
China Eastern Airlines,3393,Chongqing Jiangbei International,Harbin,CKG,HRB,2025-07-30 08:05:00+00:00,2025-07-30 11:30:00+00:00,landed
China Express Air,6399,Harbin,Xuzhou,HRB,XUZ,2025-07-30 09:25:00+00:00,2025-07-30 12:05:00+00:00,active
Xiamen Airlines,5822,Harbin,Xuzhou,HRB,XUZ,2025-07-30 09:25:00+00:00,2025-07-30 12:05:00+00:00,active
Tibet Airlines,2423,Harbin,Xuzhou,HRB,XUZ,2025-07-30 09:25:00+00:00,2025-07-30 12:05:00+00:00,active
Chengdu Airlines,7517,Harbin,Xuzhou,HRB,XUZ,2025-07-30 09:25:00+00:00,2025-07-30 12:05:00+00:00,active
Shenzhen Airlines,9755,Harbin,Taizhou,HRB,YTY,2025-07-30 09:20:00+00:00,2025-07-30 12:15:00+00:00,active
Shandong Airlines,9297,Harbin,Taizhou,HRB,YTY,2025-07-30 09:20:00+00:00,2025-07-30 12:15:00+00:00,active
Air China LTD,7965,Harbin,Taizhou,HRB,YTY,2025-07-30 09:20:00+00:00,2025-07-30 12:15:00+00:00,active
Chengdu Airlines,1895,Harbin,,HRB,JGD,2025-07-30 09:20:00+00:00,2025-07-30 10:30:00+00:00,active
Tibet Airlines,5055,Harbin,,HRB,JGD,2025-07-30 09:20:00+00:00,2025-07-30 10:30:00+00:00,active
Loong Air,5296,Harbin,,HRB,JGD,2025-07-30 09:20:00+00:00,2025-07-30 10:30:00+00:00,active
China Southern Airlines,7053,Harbin,,HRB,JGD,2025-07-30 09:20:00+00:00,2025-07-30 10:30:00+00:00,active
Sichuan Airlines,5633,Harbin,,HRB,JGD,2025-07-30 09:20:00+00:00,2025-07-30 10:30:00+00:00,active
Hainan Airlines,7068,Harbin,Tianhe International,HRB,WUH,2025-07-30 09:15:00+00:00,2025-07-30 12:30:00+00:00,active
Hong Kong Airlines,1338,Harbin,Tianhe International,HRB,WUH,2025-07-30 09:15:00+00:00,2025-07-30 12:30:00+00:00,active
Loong Air,3644,Harbin,Tianhe International,HRB,WUH,2025-07-30 09:15:00+00:00,2025-07-30 12:30:00+00:00,active
Sichuan Airlines,3317,Harbin,Weihai,HRB,WEH,2025-07-30 09:10:00+00:00,2025-07-30 11:00:00+00:00,active
Xiamen Airlines,5115,Harbin,Weihai,HRB,WEH,2025-07-30 09:10:00+00:00,2025-07-30 11:00:00+00:00,active
China Express Air,8649,Harbin,Weihai,HRB,WEH,2025-07-30 09:10:00+00:00,2025-07-30 11:00:00+00:00,active
Chengdu Airlines,7039,Harbin,Weihai,HRB,WEH,2025-07-30 09:10:00+00:00,2025-07-30 11:00:00+00:00,active
Aero Contractors,111,Nnamdi Azikiwe International Airport,Yola,ABV,YOL,2025-07-30 11:50:00+00:00,2025-07-30 13:00:00+00:00,scheduled
Ibom Air,533,Nnamdi Azikiwe International Airport,Port Harcourt,ABV,PHC,2025-07-30 11:30:00+00:00,2025-07-30 12:45:00+00:00,scheduled
Ibom Air,593,Nnamdi Azikiwe International Airport,Enugu,ABV,ENU,2025-07-30 11:05:00+00:00,2025-07-30 11:55:00+00:00,scheduled
Air Cote D'Ivoire,807,Nnamdi Azikiwe International Airport,Felix Houphouet Boigny,ABV,ABJ,2025-07-30 11:05:00+00:00,2025-07-30 12:15:00+00:00,scheduled
Nomad Aviation,5004,Nnamdi Azikiwe International Airport,Benin City,ABV,BNI,2025-07-30 11:00:00+00:00,2025-07-30 11:45:00+00:00,scheduled
ValueJet,207,Nnamdi Azikiwe International Airport,Murtala Muhammed,ABV,LOS,2025-07-30 10:50:00+00:00,2025-07-30 12:05:00+00:00,scheduled
Overland Airways,1195,Nnamdi Azikiwe International Airport,Lawanti,ABV,GMO,2025-07-30 10:50:00+00:00,2025-07-30 11:40:00+00:00,scheduled
ValueJet,354,Nnamdi Azikiwe International Airport,Jos,ABV,JOS,2025-07-30 10:45:00+00:00,2025-07-30 11:30:00+00:00,scheduled
United Nigeria Airlines,576,Nnamdi Azikiwe International Airport,Sokoto,ABV,SKO,2025-07-30 10:40:00+00:00,2025-07-30 11:50:00+00:00,scheduled
Rano Air,2020,Nnamdi Azikiwe International Airport,Maiduguri,ABV,MIU,2025-07-30 10:40:00+00:00,2025-07-30 12:10:00+00:00,scheduled
UmzaXpress,425,Nnamdi Azikiwe International Airport,Aminu Kano International Airport,ABV,KAN,2025-07-30 10:40:00+00:00,2025-07-30 11:40:00+00:00,scheduled
Air Peace,7152,Nnamdi Azikiwe International Airport,Sam Mbakwe International,ABV,QOW,2025-07-30 10:40:00+00:00,2025-07-30 11:50:00+00:00,scheduled
Air Peace,7444,Nnamdi Azikiwe International Airport,Maiduguri,ABV,MIU,2025-07-30 10:40:00+00:00,2025-07-30 12:20:00+00:00,scheduled
Arik Air,760,Nnamdi Azikiwe International Airport,Port Harcourt,ABV,PHC,2025-07-30 10:30:00+00:00,2025-07-30 11:30:00+00:00,scheduled
Overland Airways,1198,Nnamdi Azikiwe International Airport,Akure,ABV,AKR,2025-07-30 10:30:00+00:00,2025-07-30 11:30:00+00:00,scheduled
UTair Aviation,139,Surgut,Omsk,SGC,OMS,2025-07-30 12:50:00+00:00,2025-07-30 15:35:00+00:00,scheduled
Paranair,845,Carrasco International,Silvio Pettirossi,MVD,ASU,2025-07-30 08:50:00+00:00,2025-07-30 10:40:00+00:00,scheduled
euroairlines,8045,Carrasco International,Silvio Pettirossi,MVD,ASU,2025-07-30 08:50:00+00:00,2025-07-30 10:40:00+00:00,scheduled
Copa Airlines,369,Carrasco International,Tocumen International,MVD,PTY,2025-07-30 08:01:00+00:00,2025-07-30 13:32:00+00:00,scheduled
Turkish Airlines,9232,Carrasco International,Tocumen International,MVD,PTY,2025-07-30 08:01:00+00:00,2025-07-30 13:32:00+00:00,scheduled
KLM,3055,Carrasco International,Tocumen International,MVD,PTY,2025-07-30 08:01:00+00:00,2025-07-30 13:32:00+00:00,scheduled
Air France,5527,Carrasco International,Tocumen International,MVD,PTY,2025-07-30 08:01:00+00:00,2025-07-30 13:32:00+00:00,scheduled
Aerolineas Argentinas,1383,Carrasco International,Aeroparque Jorge Newbery,MVD,AEP,2025-07-30 07:40:00+00:00,2025-07-30 08:35:00+00:00,scheduled
LATAM Airlines,2421,Carrasco International,Jorge Chavez International,MVD,LIM,2025-07-30 07:25:00+00:00,2025-07-30 10:30:00+00:00,scheduled
Delta Air Lines,7375,Carrasco International,Jorge Chavez International,MVD,LIM,2025-07-30 07:25:00+00:00,2025-07-30 10:30:00+00:00,scheduled
Delta Air Lines,7356,Carrasco International,Jorge Chavez International,MVD,LIM,2025-07-30 07:25:00+00:00,2025-07-30 10:30:00+00:00,scheduled
Jiangxi Airlines,2073,Daguocun,Guiyang,SJW,KWE,2025-07-30 15:15:00+00:00,2025-07-30 17:55:00+00:00,scheduled
Shenzhen Airlines,1253,Beijing Capital International,Urumqi,PEK,URC,2025-07-30 11:25:00+00:00,2025-07-30 15:45:00+00:00,active
Shandong Airlines,5001,Beijing Capital International,Urumqi,PEK,URC,2025-07-30 11:25:00+00:00,2025-07-30 15:45:00+00:00,active
Lufthansa,2199,Bremen,Franz Josef Strauss,BRE,MUC,2025-07-30 06:15:00+00:00,2025-07-30 07:30:00+00:00,landed
Helvetic Airways,1109,Franz Josef Strauss,Zurich,MUC,ZRH,2025-07-30 07:40:00+00:00,2025-07-30 08:40:00+00:00,active
Lufthansa,5762,Franz Josef Strauss,Zurich,MUC,ZRH,2025-07-30 07:40:00+00:00,2025-07-30 08:40:00+00:00,active
Lufthansa,2246,Franz Josef Strauss,St-Exupéry,MUC,LYS,2025-07-30 07:35:00+00:00,2025-07-30 08:50:00+00:00,active
empty,,Franz Josef Strauss,Essen,MUC,ESS,2025-07-30 07:30:00+00:00,2025-07-30 09:18:00+00:00,active
Aeroways,,Franz Josef Strauss,Dortmund,MUC,DTM,2025-07-30 07:30:00+00:00,2025-07-30 08:43:00+00:00,active
Lufthansa,2188,Franz Josef Strauss,Bremen,MUC,BRE,2025-07-30 07:30:00+00:00,2025-07-30 08:40:00+00:00,active
Lufthansa,2004,Franz Josef Strauss,Düsseldorf International Airport,MUC,DUS,2025-07-30 07:30:00+00:00,2025-07-30 08:40:00+00:00,active
Lufthansa,1620,Franz Josef Strauss,John Paul II Balice International,MUC,KRK,2025-07-30 07:30:00+00:00,2025-07-30 08:50:00+00:00,active
LOT - Polish Airlines,4968,Franz Josef Strauss,John Paul II Balice International,MUC,KRK,2025-07-30 07:30:00+00:00,2025-07-30 08:50:00+00:00,active
Iberia,1316,Franz Josef Strauss,Barajas,MUC,MAD,2025-07-30 07:30:00+00:00,2025-07-30 10:20:00+00:00,active
Vueling,5263,Franz Josef Strauss,Barajas,MUC,MAD,2025-07-30 07:30:00+00:00,2025-07-30 10:20:00+00:00,active
American Airlines,8772,Franz Josef Strauss,Barajas,MUC,MAD,2025-07-30 07:30:00+00:00,2025-07-30 10:20:00+00:00,active
British Airways,947,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
Qatar Airways,5960,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
Japan Airlines,7796,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
Cathay Pacific,7166,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
JetBlue Airways,6273,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
American Airlines,7201,Franz Josef Strauss,Heathrow,MUC,LHR,2025-07-30 07:25:00+00:00,2025-07-30 08:35:00+00:00,active
Discover Airlines,704,Franz Josef Strauss,Madeira,MUC,FNC,2025-07-30 07:20:00+00:00,2025-07-30 10:30:00+00:00,active
Oman Air,5577,Kuala Lumpur International Airport (klia),Sydney Kingsford Smith Airport,KUL,SYD,2025-07-30 09:10:00+00:00,2025-07-30 19:35:00+00:00,active
SriLankan Airlines,2341,Kuala Lumpur International Airport (klia),Sydney Kingsford Smith Airport,KUL,SYD,2025-07-30 09:10:00+00:00,2025-07-30 19:35:00+00:00,active
Turkish Airlines,4863,Kuala Lumpur International Airport (klia),Sydney Kingsford Smith Airport,KUL,SYD,2025-07-30 09:10:00+00:00,2025-07-30 19:35:00+00:00,active
Saudia,6333,Kuala Lumpur International Airport (klia),Sydney Kingsford Smith Airport,KUL,SYD,2025-07-30 09:10:00+00:00,2025-07-30 19:35:00+00:00,active
United Airlines,7450,Melbourne - Tullamarine Airport,Adelaide International Airport,MEL,ADL,2025-07-30 09:10:00+00:00,2025-07-30 10:05:00+00:00,landed
Singapore Airlines,6950,Melbourne - Tullamarine Airport,Adelaide International Airport,MEL,ADL,2025-07-30 09:10:00+00:00,2025-07-30 10:05:00+00:00,landed
Qatar Airways,4241,Melbourne - Tullamarine Airport,Adelaide International Airport,MEL,ADL,2025-07-30 09:10:00+00:00,2025-07-30 10:05:00+00:00,landed
SolitAir,431,Coober Pedy,Adelaide International Airport,CPD,ADL,2025-07-30 08:30:00+00:00,2025-07-30 10:04:00+00:00,landed
Singapore Airlines,5628,Singapore Changi,Kuala Lumpur International Airport (klia),SIN,KUL,2025-07-30 12:15:00+00:00,2025-07-30 13:25:00+00:00,active
Qatar Airways,5480,Singapore Changi,Kuala Lumpur International Airport (klia),SIN,KUL,2025-07-30 12:15:00+00:00,2025-07-30 13:25:00+00:00,active
Firefly,7338,Singapore Changi,Kuala Lumpur International Airport (klia),SIN,KUL,2025-07-30 12:15:00+00:00,2025-07-30 13:25:00+00:00,active
Finnair,6721,Singapore Changi,Kuala Lumpur International Airport (klia),SIN,KUL,2025-07-30 12:15:00+00:00,2025-07-30 13:25:00+00:00,active
Etihad Airways,627,Abu Dhabi International,Gassim Regional Airport,AUH,ELQ,2025-07-30 07:50:00+00:00,2025-07-30 08:55:00+00:00,active
PNG Air,1628,Boram,Vanimo,WWK,VAI,2025-07-30 12:50:00+00:00,2025-07-30 13:50:00+00:00,scheduled
Africa Airlines,102,Pointe-Noire,Maya Maya,PNR,BZV,2025-07-30 10:30:00+00:00,2025-07-30 11:30:00+00:00,scheduled
Air Cote D'Ivoire,835,Pointe-Noire,Felix Houphouet Boigny,PNR,ABJ,2025-07-30 10:30:00+00:00,2025-07-30 12:40:00+00:00,scheduled
New England Airlines,102,Pointe-Noire,Maya Maya,PNR,BZV,2025-07-30 09:45:00+00:00,2025-07-30 10:40:00+00:00,scheduled
Canadian Airways Congo,1111,Pointe-Noire,Maya Maya,PNR,BZV,2025-07-30 08:30:00+00:00,2025-07-30 09:15:00+00:00,scheduled
Turkish Airlines,587,Pointe-Noire,Istanbul Airport,PNR,IST,2025-07-30 01:20:00+00:00,2025-07-30 11:40:00+00:00,active
